2020-03-18 11:47:37,420 INFO  [log] 
2020-03-18 11:47:38,097 INFO  [log] 
2020-03-18 11:47:42,221 INFO  [log] 
2020-03-18 11:47:42,923 INFO  [log] 
2020-03-18 11:47:43,618 INFO  [log] 
2020-03-18 11:47:44,402 INFO  [log] 
2020-03-18 11:47:45,176 INFO  [log] 
2020-03-18 11:47:45,899 INFO  [log] 
2020-03-18 11:47:46,691 INFO  [log] 
2020-03-18 11:47:47,404 INFO  [log] 
2020-03-18 11:47:48,178 INFO  [log] 
2020-03-18 11:47:48,896 INFO  [log] 
2020-03-18 11:47:49,615 INFO  [log] 
2020-03-18 11:47:50,335 INFO  [log] 
2020-03-18 11:47:51,057 INFO  [log] 
2020-03-18 11:47:51,844 INFO  [log] 
2020-03-18 11:47:52,558 INFO  [log] 
2020-03-18 11:47:53,254 INFO  [log] 
2020-03-18 11:47:53,943 INFO  [log] 
2020-03-18 11:47:54,677 INFO  [log] 
2020-03-18 11:47:55,420 INFO  [log] 
2020-03-18 11:47:56,178 INFO  [log] 
2020-03-18 11:47:56,835 INFO  [log] 
2020-03-18 11:47:57,525 INFO  [log] 
2020-03-18 11:47:58,250 INFO  [log] 
2020-03-18 11:47:58,985 INFO  [log] 
2020-03-18 11:47:59,669 INFO  [log] 
2020-03-18 11:48:00,388 INFO  [log] 
2020-03-18 11:48:01,055 INFO  [log] 
2020-03-18 11:48:01,764 INFO  [log] 
2020-03-18 11:48:02,590 INFO  [log] 
2020-03-18 11:48:03,352 INFO  [log] 
2020-03-18 11:48:04,048 INFO  [log] 
2020-03-18 11:48:04,734 INFO  [log] 
2020-03-18 11:48:05,437 INFO  [log] 
2020-03-18 11:48:06,221 INFO  [log] 
2020-03-18 11:48:07,230 INFO  [log] 
2020-03-18 11:48:07,947 INFO  [log] 
2020-03-18 11:48:08,627 INFO  [log] 
2020-03-18 11:48:09,355 INFO  [log] 
2020-03-18 11:48:10,087 INFO  [log] 
2020-03-18 11:48:10,857 INFO  [log] 
2020-03-18 11:48:11,530 INFO  [log] 
2020-03-18 11:48:12,249 INFO  [log] 
2020-03-18 11:48:12,936 INFO  [log] 
2020-03-18 11:48:13,625 INFO  [log] 
2020-03-18 11:48:14,357 INFO  [log] 
2020-03-18 11:48:15,034 INFO  [log] 
2020-03-18 11:48:15,713 INFO  [log] 
2020-03-18 11:48:16,450 INFO  [log] 
2020-03-18 11:48:17,193 INFO  [log] 
2020-03-18 11:48:17,979 INFO  [log] 
2020-03-18 11:48:18,711 INFO  [log] 
2020-03-18 11:48:19,468 INFO  [log] 
2020-03-18 11:48:20,215 INFO  [log] 
2020-03-18 11:48:20,888 INFO  [log] 
2020-03-18 11:48:21,553 INFO  [log] 
2020-03-18 11:48:22,303 INFO  [log] 
2020-03-18 11:48:22,974 INFO  [log] 
2020-03-18 11:48:23,634 INFO  [log] 
2020-03-18 11:48:24,385 INFO  [log] 
2020-03-18 11:48:25,058 INFO  [log] 
2020-03-18 11:48:25,798 INFO  [log] 
2020-03-18 11:48:26,512 INFO  [log] 
2020-03-18 11:48:27,254 INFO  [log] 
2020-03-18 11:48:27,966 INFO  [log] 
2020-03-18 11:48:28,676 INFO  [log] 
2020-03-18 11:48:29,374 INFO  [log] 
2020-03-18 11:48:30,106 INFO  [log] 
2020-03-18 11:48:30,811 INFO  [log] 
2020-03-18 11:48:31,500 INFO  [log] 
2020-03-18 11:48:32,263 INFO  [log] 
2020-03-18 11:48:32,990 INFO  [log] 
2020-03-18 11:48:33,651 INFO  [log] 
2020-03-18 11:48:34,366 INFO  [log] 
2020-03-18 11:48:35,070 INFO  [log] 
2020-03-18 11:48:35,762 INFO  [log] 
2020-03-18 11:48:36,460 INFO  [log] 
2020-03-18 11:48:37,212 INFO  [log] 
2020-03-18 11:48:37,941 INFO  [log] 
2020-03-18 11:48:38,670 INFO  [log] 
2020-03-18 11:48:39,462 INFO  [log] 
2020-03-18 11:48:40,197 INFO  [log] 
2020-03-18 11:48:40,954 INFO  [log] 
2020-03-18 11:48:41,638 INFO  [log] 
2020-03-18 11:48:42,375 INFO  [log] 
2020-03-18 11:48:43,380 INFO  [log] 
2020-03-18 11:48:44,106 INFO  [log] 
2020-03-18 11:48:44,864 INFO  [log] 
2020-03-18 11:48:46,012 INFO  [log] 
2020-03-18 11:48:46,830 INFO  [log] 
2020-03-18 11:48:47,506 INFO  [log] 
2020-03-18 11:48:48,353 INFO  [log] 
2020-03-18 11:48:49,070 INFO  [log] 
2020-03-18 11:48:49,748 INFO  [log] 
2020-03-18 11:48:50,535 INFO  [log] 
2020-03-18 11:48:51,235 INFO  [log] 
2020-03-18 11:48:51,997 INFO  [log] 
2020-03-18 11:48:53,253 INFO  [log] 
2020-03-18 11:48:53,966 INFO  [log] 
2020-03-18 11:48:54,690 INFO  [log] 
2020-03-18 11:48:55,479 INFO  [log] 
2020-03-18 11:48:56,210 INFO  [log] 
2020-03-18 11:48:56,892 INFO  [log] 
2020-03-18 11:48:57,556 INFO  [log] 
2020-03-18 11:48:58,354 INFO  [log] 
2020-03-18 11:48:59,034 INFO  [log] 
