2020-03-18 11:48:59,824 INFO  [log] 
2020-03-18 11:49:00,541 INFO  [log] 
2020-03-18 11:49:01,242 INFO  [log] 
2020-03-18 11:49:01,970 INFO  [log] 
2020-03-18 11:49:02,711 INFO  [log] 
2020-03-18 11:49:03,520 INFO  [log] 
2020-03-18 11:49:04,266 INFO  [log] 
2020-03-18 11:49:05,158 INFO  [log] 
2020-03-18 11:49:05,956 INFO  [log] 
2020-03-18 11:49:06,672 INFO  [log] 
2020-03-18 11:49:07,410 INFO  [log] 
2020-03-18 11:49:08,120 INFO  [log] 
2020-03-18 11:49:08,833 INFO  [log] 
2020-03-18 11:49:09,588 INFO  [log] 
2020-03-18 11:49:10,305 INFO  [log] 
2020-03-18 11:49:11,008 INFO  [log] 
2020-03-18 11:49:11,667 INFO  [log] 
2020-03-18 11:49:12,354 INFO  [log] 
2020-03-18 11:49:13,164 INFO  [log] 
2020-03-18 11:49:13,828 INFO  [log] 
2020-03-18 11:49:14,507 INFO  [log] 
2020-03-18 11:49:15,309 INFO  [log] 
2020-03-18 11:49:16,008 INFO  [log] 
2020-03-18 11:49:16,710 INFO  [log] 
2020-03-18 11:49:17,490 INFO  [log] 
2020-03-18 11:49:18,358 INFO  [log] 
2020-03-18 11:49:19,189 INFO  [log] 
2020-03-18 11:49:19,955 INFO  [log] 
2020-03-18 11:49:20,663 INFO  [log] 
2020-03-18 11:49:21,439 INFO  [log] 
2020-03-18 11:49:22,185 INFO  [log] 
2020-03-18 11:49:22,947 INFO  [log] 
2020-03-18 11:49:23,624 INFO  [log] 
2020-03-18 11:49:24,347 INFO  [log] 
2020-03-18 11:49:25,008 INFO  [log] 
2020-03-18 11:49:25,699 INFO  [log] 
2020-03-18 11:49:26,414 INFO  [log] 
2020-03-18 11:49:27,179 INFO  [log] 
2020-03-18 11:49:27,903 INFO  [log] 
2020-03-18 11:49:28,616 INFO  [log] 
2020-03-18 11:49:29,347 INFO  [log] 
2020-03-18 11:49:30,039 INFO  [log] 
2020-03-18 11:49:30,748 INFO  [log] 
2020-03-18 11:49:31,504 INFO  [log] 
2020-03-18 11:49:32,236 INFO  [log] 
2020-03-18 11:49:33,013 INFO  [log] 
2020-03-18 11:49:33,725 INFO  [log] 
2020-03-18 11:49:34,432 INFO  [log] 
2020-03-18 11:49:35,204 INFO  [log] 
2020-03-18 11:49:36,016 INFO  [log] 
2020-03-18 11:49:36,678 INFO  [log] 
2020-03-18 11:49:37,397 INFO  [log] 
2020-03-18 11:49:38,155 INFO  [log] 
2020-03-18 11:49:38,864 INFO  [log] 
2020-03-18 11:49:39,553 INFO  [log] 
2020-03-18 11:49:40,361 INFO  [log] 
2020-03-18 11:49:41,194 INFO  [log] 
2020-03-18 11:49:41,991 INFO  [log] 
2020-03-18 11:49:42,730 INFO  [log] 
2020-03-18 11:49:43,518 INFO  [log] 
2020-03-18 11:49:44,263 INFO  [log] 
2020-03-18 11:49:45,036 INFO  [log] 
2020-03-18 11:49:45,712 INFO  [log] 
2020-03-18 11:49:46,488 INFO  [log] 
2020-03-18 11:49:47,294 INFO  [log] 
2020-03-18 11:49:48,044 INFO  [log] 
2020-03-18 11:49:48,789 INFO  [log] 
2020-03-18 11:49:49,562 INFO  [log] 
2020-03-18 11:49:50,325 INFO  [log] 
2020-03-18 11:49:50,994 INFO  [log] 
2020-03-18 11:49:51,654 INFO  [log] 
2020-03-18 11:49:52,375 INFO  [log] 
2020-03-18 11:49:53,074 INFO  [log] 
2020-03-18 11:49:53,818 INFO  [log] 
2020-03-18 11:49:54,517 INFO  [log] 
2020-03-18 11:49:55,306 INFO  [log] 
2020-03-18 11:49:56,062 INFO  [log] 
2020-03-18 11:49:56,765 INFO  [log] 
2020-03-18 11:49:57,517 INFO  [log] 
2020-03-18 11:49:58,256 INFO  [log] 
2020-03-18 11:49:58,971 INFO  [log] 
2020-03-18 11:49:59,649 INFO  [log] 
2020-03-18 11:50:00,430 INFO  [log] 
2020-03-18 11:50:01,195 INFO  [log] 
2020-03-18 11:50:01,953 INFO  [log] 
2020-03-18 11:50:02,687 INFO  [log] 
2020-03-18 11:50:03,497 INFO  [log] 
2020-03-18 11:50:04,267 INFO  [log] 
2020-03-18 11:50:05,055 INFO  [log] 
2020-03-18 11:50:05,760 INFO  [log] 
2020-03-18 11:50:06,495 INFO  [log] 
2020-03-18 11:50:07,217 INFO  [log] 
2020-03-18 11:50:08,249 INFO  [log] 
2020-03-18 11:50:09,043 INFO  [log] 
2020-03-18 11:50:09,808 INFO  [log] 
2020-03-18 11:50:10,534 INFO  [log] 
2020-03-18 11:50:11,322 INFO  [log] 
2020-03-18 11:50:12,057 INFO  [log] 
2020-03-18 11:50:12,846 INFO  [log] 
2020-03-18 11:50:13,617 INFO  [log] 
2020-03-18 11:50:14,371 INFO  [log] 
2020-03-18 11:50:15,101 INFO  [log] 
2020-03-18 11:50:15,889 INFO  [log] 
2020-03-18 11:50:16,529 INFO  [log] 
2020-03-18 11:50:17,331 INFO  [log] 
2020-03-18 11:50:18,006 INFO  [log] 
2020-03-18 11:50:18,715 INFO  [log] 
2020-03-18 11:50:19,931 INFO  [log] 
2020-03-18 11:50:20,637 INFO  [log] 
2020-03-18 11:50:21,337 INFO  [log] 
2020-03-18 11:50:22,046 INFO  [log] 
2020-03-18 11:50:22,726 INFO  [log] 
2020-03-18 11:50:23,401 INFO  [log] 
